"DateTime","Precip (gridMET)","Acre-feet","Ensemble ET","Acre-feet","NDVI","Crop","Area","Field ID","ET Units","Source","Method"
"2018-01-01 05:00:00",3.285,4.286,0.906,1.182,0.826,"Unknown","15.66 Acres","0655204","in","OpenET","https://openetdata.org/#tool"
"2018-02-01 05:00:00",0.454,0.592,2.103,2.744,0.848,
"2018-03-01 05:00:00",4.178,5.451,2.994,3.906,0.786,
"2018-04-01 04:00:00",2.103,2.744,3.950,5.153,0.737,
"2018-05-01 04:00:00",0.175,0.228,2.615,3.412,0.231,
"2018-06-01 04:00:00",0.000,0.000,4.804,6.268,0.479,
"2018-07-01 04:00:00",0.000,0.000,9.059,11.819,0.754,
"2018-08-01 04:00:00",0.000,0.000,7.133,9.306,0.745,
"2018-09-01 04:00:00",0.000,0.000,1.775,2.316,0.281,
"2018-10-01 04:00:00",0.242,0.316,0.469,0.612,0.193,
"2018-11-01 04:00:00",3.381,4.411,0.451,0.588,0.183,
"2018-12-01 05:00:00",2.083,2.718,0.877,1.144,0.245,
"2019-01-01 05:00:00",3.457,4.510,0.880,1.148,0.273,
"2019-02-01 05:00:00",6.219,8.114,1.240,1.618,0.269,
"2019-03-01 05:00:00",3.664,4.780,0.666,0.869,0.225,
"2019-04-01 04:00:00",0.422,0.551,0.988,1.289,0.210,
"2019-05-01 04:00:00",2.576,3.361,1.526,1.991,0.221,
"2019-06-01 04:00:00",0.013,0.017,2.386,3.113,0.228,
"2019-07-01 04:00:00",0.000,0.000,5.768,7.525,0.348,
"2019-08-01 04:00:00",0.000,0.000,3.699,4.826,0.339,
"2019-09-01 04:00:00",0.265,0.346,3.471,4.529,0.403,
"2019-10-01 04:00:00",0.001,0.001,2.414,3.149,0.390,
"2019-11-01 04:00:00",0.886,1.156,0.702,0.916,0.260,
"2019-12-01 05:00:00",4.350,5.675,0.584,0.762,0.247,
"2020-01-01 05:00:00",1.106,1.443,0.656,0.856,0.271,
"2020-02-01 05:00:00",0.003,0.004,0.733,0.956,0.246,
"2020-03-01 05:00:00",2.823,3.683,2.012,2.625,0.407,
"2020-04-01 04:00:00",1.819,2.373,3.461,4.515,0.394,
"2020-05-01 04:00:00",0.662,0.864,3.536,4.613,0.356,
"2020-06-01 04:00:00",0.003,0.004,5.494,7.168,0.503,
"2020-07-01 04:00:00",0.000,0.000,5.663,7.388,0.513,
"2020-08-01 04:00:00",0.013,0.017,5.027,6.559,0.520,
"2020-09-01 04:00:00",0.000,0.000,3.549,4.630,0.457,
"2020-10-01 04:00:00",0.000,0.000,2.215,2.890,0.442,
"2020-11-01 04:00:00",0.757,0.988,0.775,1.011,0.329,
"2020-12-01 05:00:00",1.696,2.213,0.549,0.716,0.328,
"2021-01-01 05:00:00",3.614,4.715,1.044,1.362,0.376,
"2021-02-01 05:00:00",0.903,1.178,1.501,1.958,0.340,
"2021-03-01 05:00:00",1.385,1.807,1.630,2.127,0.255,
"2021-04-01 04:00:00",0.067,0.087,2.726,3.557,0.346,
"2021-05-01 04:00:00",0.003,0.004,5.528,7.212,0.437,
"2021-06-01 04:00:00",0.000,0.000,5.725,7.469,0.493,
"2021-07-01 04:00:00",0.000,0.000,6.120,7.985,0.577,
"2021-08-01 04:00:00",0.000,0.000,5.202,6.787,0.556,
"2021-09-01 04:00:00",0.015,0.020,3.854,5.028,0.544,
"2021-10-01 04:00:00",3.888,5.073,2.193,2.861,0.431,
"2021-11-01 04:00:00",0.529,0.690,0.903,1.178,0.414,
"2021-12-01 05:00:00",6.213,8.106,0.734,0.958,0.417,
"2022-01-01 05:00:00",0.040,0.052,0.835,1.089,0.404,
"2022-02-01 05:00:00",0.100,0.130,1.099,1.434,0.376,
"2022-03-01 05:00:00",0.742,0.968,3.200,4.175,0.536,
"2022-04-01 04:00:00",1.146,1.495,3.786,4.939,0.587,
"2022-05-01 04:00:00",0.008,0.010,5.807,7.576,0.620,
"2022-06-01 04:00:00",0.034,0.044,5.784,7.546,0.608,
"2022-07-01 04:00:00",0.000,0.000,6.170,8.050,0.569,
"2022-08-01 04:00:00",0.010,0.013,4.525,5.904,0.471,
"2022-09-01 04:00:00",0.492,0.642,3.828,4.994,0.515,
"2022-10-01 04:00:00",0.000,0.000,2.849,3.717,0.594,
"2022-11-01 04:00:00",1.720,2.244,1.233,1.609,0.627,
"2022-12-01 05:00:00",7.697,10.042,0.482,0.629,0.643,
"2023-01-01 05:00:00",7.466,9.741,0.847,1.105,0.615,
"2023-02-01 05:00:00",2.868,3.742,1.178,1.537,0.469,
"2023-03-01 05:00:00",6.326,8.253,1.752,2.286,0.512,
"2023-04-01 04:00:00",0.073,0.095,3.655,4.769,0.629,
"2023-05-01 04:00:00",0.585,0.763,5.110,6.667,0.655,
"2023-06-01 04:00:00",0.025,0.033,6.555,8.552,0.677,
"2023-07-01 04:00:00",0.000,0.000,6.746,8.801,0.616,
"2023-08-01 04:00:00",0.055,0.072,5.999,7.827,0.631,

