"DateTime","Precip (gridMET)","Acre-feet","Ensemble ET","Acre-feet","NDVI","Crop","Area","Field ID","ET Units","Source","Method"
"2018-01-01 05:00:00",3.308,11.518,0.806,2.806,0.591,"Unknown","41.78 Acres","06228744","in","OpenET","https://openetdata.org/#tool"
"2018-02-01 05:00:00",0.458,1.595,1.974,6.873,0.761,
"2018-03-01 05:00:00",4.212,14.666,2.922,10.174,0.771,
"2018-04-01 04:00:00",2.108,7.340,3.515,12.239,0.710,
"2018-05-01 04:00:00",0.175,0.609,4.775,16.626,0.639,
"2018-06-01 04:00:00",0.000,0.000,6.128,21.337,0.655,
"2018-07-01 04:00:00",0.000,0.000,8.016,27.911,0.703,
"2018-08-01 04:00:00",0.000,0.000,5.768,20.084,0.647,
"2018-09-01 04:00:00",0.000,0.000,3.869,13.472,0.592,
"2018-10-01 04:00:00",0.243,0.846,3.407,11.863,0.701,
"2018-11-01 04:00:00",3.387,11.793,1.794,6.247,0.689,
"2018-12-01 05:00:00",2.090,7.277,1.070,3.726,0.649,
"2019-01-01 05:00:00",3.491,12.156,0.999,3.478,0.638,
"2019-02-01 05:00:00",6.284,21.881,1.421,4.948,0.702,
"2019-03-01 05:00:00",3.683,12.824,2.710,9.436,0.767,
"2019-04-01 04:00:00",0.429,1.494,3.770,13.127,0.702,
"2019-05-01 04:00:00",2.584,8.997,4.107,14.300,0.604,
"2019-06-01 04:00:00",0.014,0.049,5.610,19.534,0.596,
"2019-07-01 04:00:00",0.000,0.000,5.664,19.722,0.607,
"2019-08-01 04:00:00",0.000,0.000,5.423,18.883,0.588,
"2019-09-01 04:00:00",0.270,0.940,4.205,14.642,0.588,
"2019-10-01 04:00:00",0.002,0.007,3.044,10.599,0.650,
"2019-11-01 04:00:00",0.890,3.099,1.619,5.637,0.714,
"2019-12-01 05:00:00",4.367,15.206,0.718,2.500,0.645,
"2020-01-01 05:00:00",1.116,3.886,0.876,3.050,0.693,
"2020-02-01 05:00:00",0.003,0.010,1.962,6.832,0.652,
"2020-03-01 05:00:00",2.837,9.878,2.546,8.865,0.734,
"2020-04-01 04:00:00",1.823,6.348,4.071,14.175,0.758,
"2020-05-01 04:00:00",0.668,2.326,5.549,19.321,0.634,
"2020-06-01 04:00:00",0.003,0.010,4.973,17.316,0.559,
"2020-07-01 04:00:00",0.000,0.000,6.056,21.087,0.638,
"2020-08-01 04:00:00",0.014,0.049,3.746,13.043,0.412,
"2020-09-01 04:00:00",0.000,0.000,3.104,10.808,0.532,
"2020-10-01 04:00:00",0.000,0.000,2.559,8.910,0.605,
"2020-11-01 04:00:00",0.762,2.653,1.088,3.788,0.474,
"2020-12-01 05:00:00",1.701,5.923,0.683,2.378,0.522,
"2021-01-01 05:00:00",3.617,12.594,1.244,4.332,0.626,
"2021-02-01 05:00:00",0.911,3.172,1.899,6.612,0.606,
"2021-03-01 05:00:00",1.392,4.847,3.020,10.516,0.624,
"2021-04-01 04:00:00",0.069,0.240,3.621,12.608,0.551,
"2021-05-01 04:00:00",0.003,0.010,5.147,17.922,0.542,
"2021-06-01 04:00:00",0.000,0.000,5.855,20.387,0.585,
"2021-07-01 04:00:00",0.000,0.000,5.401,18.806,0.579,
"2021-08-01 04:00:00",0.000,0.000,4.884,17.006,0.545,
"2021-09-01 04:00:00",0.016,0.056,4.144,14.429,0.618,
"2021-10-01 04:00:00",3.929,13.681,2.889,10.059,0.756,
"2021-11-01 04:00:00",0.535,1.863,0.950,3.308,0.632,
"2021-12-01 05:00:00",6.244,21.741,0.737,2.566,0.657,
"2022-01-01 05:00:00",0.042,0.146,1.050,3.656,0.719,
"2022-02-01 05:00:00",0.101,0.352,1.385,4.823,0.475,
"2022-03-01 05:00:00",0.743,2.587,2.749,9.572,0.544,
"2022-04-01 04:00:00",1.165,4.056,2.948,10.265,0.511,
"2022-05-01 04:00:00",0.009,0.031,3.886,13.531,0.552,
"2022-06-01 04:00:00",0.036,0.125,4.940,17.201,0.612,
"2022-07-01 04:00:00",0.000,0.000,5.878,20.467,0.608,
"2022-08-01 04:00:00",0.010,0.035,5.921,20.617,0.684,
"2022-09-01 04:00:00",0.501,1.744,4.471,15.568,0.699,
"2022-10-01 04:00:00",0.000,0.000,2.408,8.385,0.615,
"2022-11-01 04:00:00",1.731,6.027,0.916,3.189,0.451,
"2022-12-01 05:00:00",7.731,26.919,0.463,1.612,0.466,
"2023-01-01 05:00:00",7.501,26.118,0.863,3.005,0.490,
"2023-02-01 05:00:00",2.876,10.014,0.794,2.765,0.296,
"2023-03-01 05:00:00",6.351,22.114,1.156,4.025,0.204,
"2023-04-01 04:00:00",0.076,0.265,2.977,10.366,0.284,
"2023-05-01 04:00:00",0.589,2.051,3.187,11.097,0.368,
"2023-06-01 04:00:00",0.026,0.091,4.059,14.133,0.433,
"2023-07-01 04:00:00",0.000,0.000,7.599,26.459,0.800,
"2023-08-01 04:00:00",0.056,0.195,6.838,23.810,0.787,

